# SCARED1500 Overlap Statistics
# Seed: 42
# Num pairs: 1500
# Min overlap threshold: 40%

# Overlap stats: min=0.4002, max=1.0000, mean=0.7563, median=0.7924

# Per-pair overlap values:
# img1 img2 overlap
dataset_8_undistorted/keyframe_1_frame_000112.png dataset_8_undistorted/keyframe_1_frame_000124.png 0.9162
dataset_9_undistorted/keyframe_0_frame_000301.png dataset_9_undistorted/keyframe_0_frame_000671.png 0.4730
dataset_8_undistorted/keyframe_0_frame_000223.png dataset_8_undistorted/keyframe_0_frame_000553.png 0.6138
dataset_8_undistorted/keyframe_2_frame_000092.png dataset_8_undistorted/keyframe_2_frame_000638.png 0.9514
dataset_9_undistorted/keyframe_1_frame_000476.png dataset_9_undistorted/keyframe_1_frame_000527.png 0.7895
dataset_9_undistorted/keyframe_1_frame_000476.png dataset_9_undistorted/keyframe_1_frame_000570.png 0.4474
dataset_9_undistorted/keyframe_0_frame_000115.png dataset_9_undistorted/keyframe_0_frame_000225.png 0.9285
dataset_8_undistorted/keyframe_3_frame_000198.png dataset_8_undistorted/keyframe_3_frame_000306.png 0.9978
dataset_9_undistorted/keyframe_0_frame_000497.png dataset_9_undistorted/keyframe_0_frame_000896.png 0.8808
dataset_8_undistorted/keyframe_3_frame_000459.png dataset_8_undistorted/keyframe_3_frame_000567.png 0.7684
dataset_8_undistorted/keyframe_2_frame_000162.png dataset_8_undistorted/keyframe_2_frame_000544.png 0.8860
dataset_9_undistorted/keyframe_2_frame_000108.png dataset_9_undistorted/keyframe_2_frame_000273.png 0.8114
dataset_8_undistorted/keyframe_3_frame_000408.png dataset_8_undistorted/keyframe_3_frame_000820.png 0.6582
dataset_8_undistorted/keyframe_0_frame_000377.png dataset_8_undistorted/keyframe_0_frame_000942.png 0.5516
dataset_8_undistorted/keyframe_2_frame_000227.png dataset_8_undistorted/keyframe_2_frame_000323.png 0.9974
dataset_9_undistorted/keyframe_3_frame_000103.png dataset_9_undistorted/keyframe_3_frame_000107.png 0.9270
dataset_8_undistorted/keyframe_0_frame_000490.png dataset_8_undistorted/keyframe_0_frame_000728.png 0.7897
dataset_8_undistorted/keyframe_2_frame_000393.png dataset_8_undistorted/keyframe_2_frame_000540.png 0.8365
dataset_9_undistorted/keyframe_1_frame_000088.png dataset_9_undistorted/keyframe_1_frame_000116.png 0.9935
dataset_8_undistorted/keyframe_3_frame_000247.png dataset_8_undistorted/keyframe_3_frame_000412.png 0.9915
dataset_9_undistorted/keyframe_0_frame_000201.png dataset_9_undistorted/keyframe_0_frame_000731.png 0.5167
dataset_8_undistorted/keyframe_1_frame_000100.png dataset_8_undistorted/keyframe_1_frame_000219.png 0.5126
dataset_9_undistorted/keyframe_0_frame_000737.png dataset_9_undistorted/keyframe_0_frame_000749.png 0.9812
dataset_8_undistorted/keyframe_3_frame_000122.png dataset_8_undistorted/keyframe_3_frame_000162.png 0.9272
dataset_8_undistorted/keyframe_0_frame_000173.png dataset_8_undistorted/keyframe_0_frame_000716.png 0.5068
dataset_9_undistorted/keyframe_2_frame_000343.png dataset_9_undistorted/keyframe_2_frame_000658.png 1.0000
dataset_9_undistorted/keyframe_0_frame_000104.png dataset_9_undistorted/keyframe_0_frame_000648.png 0.4765
dataset_8_undistorted/keyframe_0_frame_000204.png dataset_8_undistorted/keyframe_0_frame_000543.png 0.6067
dataset_8_undistorted/keyframe_0_frame_000430.png dataset_8_undistorted/keyframe_0_frame_000596.png 0.6337
dataset_8_undistorted/keyframe_1_frame_000528.png dataset_8_undistorted/keyframe_1_frame_000583.png 0.9668
dataset_8_undistorted/keyframe_3_frame_000195.png dataset_8_undistorted/keyframe_3_frame_000750.png 0.9318
dataset_9_undistorted/keyframe_0_frame_000273.png dataset_9_undistorted/keyframe_0_frame_000638.png 0.5430
dataset_8_undistorted/keyframe_0_frame_000764.png dataset_8_undistorted/keyframe_0_frame_000819.png 0.5981
dataset_8_undistorted/keyframe_0_frame_000227.png dataset_8_undistorted/keyframe_0_frame_000671.png 0.5080
dataset_9_undistorted/keyframe_2_frame_000113.png dataset_9_undistorted/keyframe_2_frame_000373.png 0.8127
dataset_8_undistorted/keyframe_1_frame_000172.png dataset_8_undistorted/keyframe_1_frame_000403.png 0.4669
dataset_8_undistorted/keyframe_3_frame_000128.png dataset_8_undistorted/keyframe_3_frame_000754.png 0.9040
dataset_9_undistorted/keyframe_0_frame_000399.png dataset_9_undistorted/keyframe_0_frame_000506.png 0.4967
dataset_8_undistorted/keyframe_0_frame_000385.png dataset_8_undistorted/keyframe_0_frame_000774.png 0.6809
dataset_8_undistorted/keyframe_2_frame_000241.png dataset_8_undistorted/keyframe_2_frame_000400.png 0.7467
dataset_8_undistorted/keyframe_0_frame_000158.png dataset_8_undistorted/keyframe_0_frame_000427.png 0.4943
dataset_8_undistorted/keyframe_1_frame_000356.png dataset_8_undistorted/keyframe_1_frame_000483.png 0.4272
dataset_8_undistorted/keyframe_3_frame_000151.png dataset_8_undistorted/keyframe_3_frame_000817.png 0.6905
dataset_8_undistorted/keyframe_0_frame_000168.png dataset_8_undistorted/keyframe_0_frame_000842.png 0.5410
dataset_8_undistorted/keyframe_2_frame_000045.png dataset_8_undistorted/keyframe_2_frame_000544.png 0.8602
dataset_8_undistorted/keyframe_0_frame_000073.png dataset_8_undistorted/keyframe_0_frame_000303.png 0.8177
dataset_8_undistorted/keyframe_2_frame_000242.png dataset_8_undistorted/keyframe_2_frame_000258.png 0.9998
dataset_8_undistorted/keyframe_0_frame_000273.png dataset_8_undistorted/keyframe_0_frame_000351.png 0.7304
dataset_9_undistorted/keyframe_0_frame_000059.png dataset_9_undistorted/keyframe_0_frame_000152.png 0.6672
dataset_9_undistorted/keyframe_0_frame_000128.png dataset_9_undistorted/keyframe_0_frame_000781.png 0.5486
dataset_8_undistorted/keyframe_3_frame_000214.png dataset_8_undistorted/keyframe_3_frame_000394.png 0.9944
dataset_8_undistorted/keyframe_3_frame_000117.png dataset_8_undistorted/keyframe_3_frame_000597.png 0.7012
dataset_8_undistorted/keyframe_0_frame_000361.png dataset_8_undistorted/keyframe_0_frame_000932.png 0.5824
dataset_9_undistorted/keyframe_0_frame_000026.png dataset_9_undistorted/keyframe_0_frame_000283.png 0.6934
dataset_8_undistorted/keyframe_3_frame_000498.png dataset_8_undistorted/keyframe_3_frame_000740.png 0.8196
dataset_9_undistorted/keyframe_0_frame_000150.png dataset_9_undistorted/keyframe_0_frame_000880.png 0.5592
dataset_9_undistorted/keyframe_0_frame_000297.png dataset_9_undistorted/keyframe_0_frame_000813.png 0.4925
dataset_8_undistorted/keyframe_3_frame_000077.png dataset_8_undistorted/keyframe_3_frame_000196.png 0.8121
dataset_8_undistorted/keyframe_0_frame_000493.png dataset_8_undistorted/keyframe_0_frame_000587.png 0.8098
dataset_8_undistorted/keyframe_0_frame_000034.png dataset_8_undistorted/keyframe_0_frame_000476.png 0.4367
dataset_8_undistorted/keyframe_3_frame_000354.png dataset_8_undistorted/keyframe_3_frame_000355.png 0.9995
dataset_8_undistorted/keyframe_0_frame_000084.png dataset_8_undistorted/keyframe_0_frame_000414.png 0.4767
dataset_9_undistorted/keyframe_0_frame_000119.png dataset_9_undistorted/keyframe_0_frame_000837.png 0.5231
dataset_9_undistorted/keyframe_2_frame_000172.png dataset_9_undistorted/keyframe_2_frame_000304.png 1.0000
dataset_9_undistorted/keyframe_2_frame_000336.png dataset_9_undistorted/keyframe_2_frame_000573.png 1.0000
dataset_8_undistorted/keyframe_2_frame_000232.png dataset_8_undistorted/keyframe_2_frame_000658.png 0.9847
dataset_9_undistorted/keyframe_0_frame_000025.png dataset_9_undistorted/keyframe_0_frame_000218.png 0.6557
dataset_8_undistorted/keyframe_2_frame_000039.png dataset_8_undistorted/keyframe_2_frame_000052.png 0.9441
dataset_8_undistorted/keyframe_0_frame_000302.png dataset_8_undistorted/keyframe_0_frame_000690.png 0.5019
dataset_8_undistorted/keyframe_2_frame_000051.png dataset_8_undistorted/keyframe_2_frame_000067.png 0.9550
dataset_9_undistorted/keyframe_0_frame_000268.png dataset_9_undistorted/keyframe_0_frame_000764.png 0.5561
dataset_9_undistorted/keyframe_1_frame_000114.png dataset_9_undistorted/keyframe_1_frame_000148.png 0.9999
dataset_9_undistorted/keyframe_1_frame_000518.png dataset_9_undistorted/keyframe_1_frame_000581.png 0.5741
dataset_8_undistorted/keyframe_1_frame_000454.png dataset_8_undistorted/keyframe_1_frame_000593.png 0.9112
dataset_8_undistorted/keyframe_1_frame_000081.png dataset_8_undistorted/keyframe_1_frame_000573.png 0.4445
dataset_8_undistorted/keyframe_2_frame_000056.png dataset_8_undistorted/keyframe_2_frame_000281.png 0.8144
dataset_9_undistorted/keyframe_1_frame_000053.png dataset_9_undistorted/keyframe_1_frame_000239.png 0.7382
dataset_9_undistorted/keyframe_1_frame_000419.png dataset_9_undistorted/keyframe_1_frame_000429.png 0.8383
dataset_9_undistorted/keyframe_2_frame_000018.png dataset_9_undistorted/keyframe_2_frame_000315.png 0.4160
dataset_8_undistorted/keyframe_2_frame_000082.png dataset_8_undistorted/keyframe_2_frame_000207.png 0.9182
dataset_9_undistorted/keyframe_3_frame_000125.png dataset_9_undistorted/keyframe_3_frame_000126.png 0.9800
dataset_8_undistorted/keyframe_2_frame_000439.png dataset_8_undistorted/keyframe_2_frame_000637.png 0.9622
dataset_8_undistorted/keyframe_2_frame_000020.png dataset_8_undistorted/keyframe_2_frame_000166.png 0.6394
dataset_8_undistorted/keyframe_2_frame_000515.png dataset_8_undistorted/keyframe_2_frame_000549.png 0.9464
dataset_8_undistorted/keyframe_2_frame_000154.png dataset_8_undistorted/keyframe_2_frame_000188.png 0.8977
dataset_8_undistorted/keyframe_3_frame_000069.png dataset_8_undistorted/keyframe_3_frame_000875.png 0.7440
dataset_8_undistorted/keyframe_3_frame_000336.png dataset_8_undistorted/keyframe_3_frame_000701.png 0.6834
dataset_9_undistorted/keyframe_1_frame_000238.png dataset_9_undistorted/keyframe_1_frame_000291.png 0.4370
dataset_9_undistorted/keyframe_2_frame_000087.png dataset_9_undistorted/keyframe_2_frame_000323.png 0.6326
dataset_9_undistorted/keyframe_0_frame_000128.png dataset_9_undistorted/keyframe_0_frame_000537.png 0.5261
dataset_9_undistorted/keyframe_0_frame_000125.png dataset_9_undistorted/keyframe_0_frame_000810.png 0.5107
dataset_8_undistorted/keyframe_1_frame_000388.png dataset_8_undistorted/keyframe_1_frame_000581.png 0.5061
dataset_8_undistorted/keyframe_3_frame_000003.png dataset_8_undistorted/keyframe_3_frame_000347.png 0.7992
dataset_8_undistorted/keyframe_2_frame_000225.png dataset_8_undistorted/keyframe_2_frame_000269.png 0.9819
dataset_8_undistorted/keyframe_0_frame_000115.png dataset_8_undistorted/keyframe_0_frame_000706.png 0.4704
dataset_9_undistorted/keyframe_2_frame_000604.png dataset_9_undistorted/keyframe_2_frame_000606.png 0.8636
dataset_9_undistorted/keyframe_3_frame_000004.png dataset_9_undistorted/keyframe_3_frame_000055.png 0.5354
dataset_8_undistorted/keyframe_0_frame_000053.png dataset_8_undistorted/keyframe_0_frame_000944.png 0.4262
dataset_9_undistorted/keyframe_2_frame_000035.png dataset_9_undistorted/keyframe_2_frame_000650.png 0.6215
dataset_8_undistorted/keyframe_3_frame_000050.png dataset_8_undistorted/keyframe_3_frame_000521.png 0.8333
dataset_8_undistorted/keyframe_1_frame_000460.png dataset_8_undistorted/keyframe_1_frame_000506.png 0.9098
dataset_8_undistorted/keyframe_3_frame_000073.png dataset_8_undistorted/keyframe_3_frame_000083.png 0.9703
dataset_8_undistorted/keyframe_3_frame_000062.png dataset_8_undistorted/keyframe_3_frame_000671.png 0.5829
dataset_9_undistorted/keyframe_1_frame_000000.png dataset_9_undistorted/keyframe_1_frame_000129.png 0.7914
dataset_8_undistorted/keyframe_0_frame_000224.png dataset_8_undistorted/keyframe_0_frame_000353.png 0.7656
dataset_8_undistorted/keyframe_1_frame_000073.png dataset_8_undistorted/keyframe_1_frame_000417.png 0.7730
dataset_8_undistorted/keyframe_3_frame_000135.png dataset_8_undistorted/keyframe_3_frame_000155.png 0.9580
dataset_8_undistorted/keyframe_1_frame_000290.png dataset_8_undistorted/keyframe_1_frame_000471.png 0.6320
dataset_9_undistorted/keyframe_1_frame_000124.png dataset_9_undistorted/keyframe_1_frame_000180.png 0.9904
dataset_9_undistorted/keyframe_1_frame_000022.png dataset_9_undistorted/keyframe_1_frame_000094.png 0.8179
dataset_9_undistorted/keyframe_2_frame_000020.png dataset_9_undistorted/keyframe_2_frame_000411.png 0.4851
dataset_8_undistorted/keyframe_3_frame_000320.png dataset_8_undistorted/keyframe_3_frame_000382.png 0.9843
dataset_8_undistorted/keyframe_1_frame_000385.png dataset_8_undistorted/keyframe_1_frame_000634.png 0.5453
dataset_8_undistorted/keyframe_0_frame_000470.png dataset_8_undistorted/keyframe_0_frame_000892.png 0.5447
dataset_9_undistorted/keyframe_0_frame_000348.png dataset_9_undistorted/keyframe_0_frame_000495.png 0.4328
dataset_9_undistorted/keyframe_2_frame_000480.png dataset_9_undistorted/keyframe_2_frame_000880.png 1.0000
dataset_8_undistorted/keyframe_0_frame_000546.png dataset_8_undistorted/keyframe_0_frame_000728.png 0.7206
dataset_9_undistorted/keyframe_0_frame_000790.png dataset_9_undistorted/keyframe_0_frame_000825.png 0.9870
dataset_9_undistorted/keyframe_0_frame_000239.png dataset_9_undistorted/keyframe_0_frame_000676.png 0.5034
dataset_8_undistorted/keyframe_1_frame_000093.png dataset_8_undistorted/keyframe_1_frame_000134.png 0.7085
dataset_9_undistorted/keyframe_0_frame_000483.png dataset_9_undistorted/keyframe_0_frame_000770.png 0.7422
dataset_8_undistorted/keyframe_2_frame_000024.png dataset_8_undistorted/keyframe_2_frame_000261.png 0.8457
dataset_8_undistorted/keyframe_0_frame_000721.png dataset_8_undistorted/keyframe_0_frame_000847.png 0.5952
dataset_9_undistorted/keyframe_0_frame_000142.png dataset_9_undistorted/keyframe_0_frame_000782.png 0.5690
dataset_9_undistorted/keyframe_0_frame_000332.png dataset_9_undistorted/keyframe_0_frame_000873.png 0.4498
dataset_8_undistorted/keyframe_3_frame_000201.png dataset_8_undistorted/keyframe_3_frame_000319.png 1.0000
dataset_8_undistorted/keyframe_1_frame_000242.png dataset_8_undistorted/keyframe_1_frame_000279.png 0.8662
dataset_8_undistorted/keyframe_3_frame_000265.png dataset_8_undistorted/keyframe_3_frame_000817.png 0.5951
dataset_9_undistorted/keyframe_0_frame_000672.png dataset_9_undistorted/keyframe_0_frame_000831.png 0.9286
dataset_8_undistorted/keyframe_0_frame_000150.png dataset_8_undistorted/keyframe_0_frame_000680.png 0.4941
dataset_9_undistorted/keyframe_0_frame_000149.png dataset_9_undistorted/keyframe_0_frame_000169.png 0.9903
dataset_9_undistorted/keyframe_0_frame_000602.png dataset_9_undistorted/keyframe_0_frame_000624.png 0.8531
dataset_8_undistorted/keyframe_1_frame_000297.png dataset_8_undistorted/keyframe_1_frame_000485.png 0.5976
dataset_9_undistorted/keyframe_2_frame_000517.png dataset_9_undistorted/keyframe_2_frame_000754.png 1.0000
dataset_8_undistorted/keyframe_3_frame_000035.png dataset_8_undistorted/keyframe_3_frame_000309.png 0.7412
dataset_8_undistorted/keyframe_3_frame_000086.png dataset_8_undistorted/keyframe_3_frame_000665.png 0.6280
dataset_9_undistorted/keyframe_1_frame_000012.png dataset_9_undistorted/keyframe_1_frame_000035.png 0.8629
dataset_8_undistorted/keyframe_2_frame_000170.png dataset_8_undistorted/keyframe_2_frame_000508.png 0.9326
dataset_8_undistorted/keyframe_0_frame_000167.png dataset_8_undistorted/keyframe_0_frame_000559.png 0.5897
dataset_8_undistorted/keyframe_2_frame_000243.png dataset_8_undistorted/keyframe_2_frame_000447.png 0.9807
dataset_8_undistorted/keyframe_2_frame_000441.png dataset_8_undistorted/keyframe_2_frame_000537.png 0.8912
dataset_9_undistorted/keyframe_0_frame_000281.png dataset_9_undistorted/keyframe_0_frame_000746.png 0.5393
dataset_9_undistorted/keyframe_1_frame_000151.png dataset_9_undistorted/keyframe_1_frame_000250.png 0.5444
dataset_9_undistorted/keyframe_0_frame_000692.png dataset_9_undistorted/keyframe_0_frame_000757.png 0.9502
dataset_9_undistorted/keyframe_3_frame_000160.png dataset_9_undistorted/keyframe_3_frame_000166.png 0.9053
dataset_9_undistorted/keyframe_2_frame_000437.png dataset_9_undistorted/keyframe_2_frame_000566.png 0.8611
dataset_8_undistorted/keyframe_0_frame_000089.png dataset_8_undistorted/keyframe_0_frame_000456.png 0.4874
dataset_8_undistorted/keyframe_3_frame_000013.png dataset_8_undistorted/keyframe_3_frame_000327.png 0.7601
dataset_8_undistorted/keyframe_0_frame_000433.png dataset_8_undistorted/keyframe_0_frame_000930.png 0.5329
dataset_8_undistorted/keyframe_2_frame_000228.png dataset_8_undistorted/keyframe_2_frame_000484.png 1.0000
dataset_8_undistorted/keyframe_1_frame_000265.png dataset_8_undistorted/keyframe_1_frame_000296.png 0.9612
dataset_8_undistorted/keyframe_3_frame_000205.png dataset_8_undistorted/keyframe_3_frame_000499.png 0.9733
dataset_9_undistorted/keyframe_0_frame_000714.png dataset_9_undistorted/keyframe_0_frame_000872.png 0.9325
dataset_8_undistorted/keyframe_2_frame_000246.png dataset_8_undistorted/keyframe_2_frame_000329.png 0.9838
dataset_9_undistorted/keyframe_2_frame_000024.png dataset_9_undistorted/keyframe_2_frame_000578.png 0.6348
dataset_8_undistorted/keyframe_3_frame_000602.png dataset_8_undistorted/keyframe_3_frame_000661.png 0.9909
dataset_8_undistorted/keyframe_3_frame_000219.png dataset_8_undistorted/keyframe_3_frame_000700.png 0.7862
dataset_9_undistorted/keyframe_0_frame_000604.png dataset_9_undistorted/keyframe_0_frame_000719.png 0.8504
dataset_8_undistorted/keyframe_2_frame_000365.png dataset_8_undistorted/keyframe_2_frame_000508.png 0.8588
dataset_8_undistorted/keyframe_2_frame_000057.png dataset_8_undistorted/keyframe_2_frame_000446.png 0.9344
dataset_9_undistorted/keyframe_0_frame_000293.png dataset_9_undistorted/keyframe_0_frame_000520.png 0.4982
dataset_8_undistorted/keyframe_2_frame_000263.png dataset_8_undistorted/keyframe_2_frame_000560.png 0.9438
dataset_9_undistorted/keyframe_0_frame_000444.png dataset_9_undistorted/keyframe_0_frame_000662.png 0.5484
dataset_8_undistorted/keyframe_1_frame_000016.png dataset_8_undistorted/keyframe_1_frame_000137.png 0.4939
dataset_8_undistorted/keyframe_2_frame_000020.png dataset_8_undistorted/keyframe_2_frame_000173.png 0.6598
dataset_8_undistorted/keyframe_1_frame_000301.png dataset_8_undistorted/keyframe_1_frame_000349.png 0.8176
dataset_9_undistorted/keyframe_1_frame_000156.png dataset_9_undistorted/keyframe_1_frame_000257.png 0.4837
dataset_9_undistorted/keyframe_0_frame_000404.png dataset_9_undistorted/keyframe_0_frame_000669.png 0.4694
dataset_8_undistorted/keyframe_2_frame_000044.png dataset_8_undistorted/keyframe_2_frame_000121.png 0.7345
dataset_8_undistorted/keyframe_3_frame_000069.png dataset_8_undistorted/keyframe_3_frame_000162.png 0.8278
dataset_9_undistorted/keyframe_0_frame_000465.png dataset_9_undistorted/keyframe_0_frame_000681.png 0.5993
dataset_8_undistorted/keyframe_0_frame_000510.png dataset_8_undistorted/keyframe_0_frame_000616.png 0.8105
dataset_8_undistorted/keyframe_3_frame_000147.png dataset_8_undistorted/keyframe_3_frame_000746.png 0.8950
dataset_9_undistorted/keyframe_1_frame_000037.png dataset_9_undistorted/keyframe_1_frame_000233.png 0.7699
dataset_9_undistorted/keyframe_0_frame_000759.png dataset_9_undistorted/keyframe_0_frame_000849.png 0.9498
dataset_9_undistorted/keyframe_1_frame_000187.png dataset_9_undistorted/keyframe_1_frame_000194.png 0.9391
dataset_8_undistorted/keyframe_0_frame_000566.png dataset_8_undistorted/keyframe_0_frame_000871.png 0.7781
dataset_9_undistorted/keyframe_2_frame_000309.png dataset_9_undistorted/keyframe_2_frame_000401.png 0.9890
dataset_8_undistorted/keyframe_2_frame_000050.png dataset_8_undistorted/keyframe_2_frame_000224.png 0.8389
dataset_8_undistorted/keyframe_2_frame_000148.png dataset_8_undistorted/keyframe_2_frame_000394.png 1.0000
dataset_8_undistorted/keyframe_2_frame_000420.png dataset_8_undistorted/keyframe_2_frame_000688.png 0.9354
dataset_8_undistorted/keyframe_0_frame_000288.png dataset_8_undistorted/keyframe_0_frame_000917.png 0.4865
dataset_8_undistorted/keyframe_0_frame_000051.png dataset_8_undistorted/keyframe_0_frame_000403.png 0.5155
dataset_8_undistorted/keyframe_0_frame_000182.png dataset_8_undistorted/keyframe_0_frame_000500.png 0.5812
dataset_8_undistorted/keyframe_0_frame_000028.png dataset_8_undistorted/keyframe_0_frame_000499.png 0.4214
dataset_9_undistorted/keyframe_2_frame_000210.png dataset_9_undistorted/keyframe_2_frame_000605.png 0.4325
dataset_8_undistorted/keyframe_2_frame_000297.png dataset_8_undistorted/keyframe_2_frame_000468.png 0.9583
dataset_8_undistorted/keyframe_0_frame_000106.png dataset_8_undistorted/keyframe_0_frame_000711.png 0.4623
dataset_9_undistorted/keyframe_0_frame_000191.png dataset_9_undistorted/keyframe_0_frame_000824.png 0.5574
dataset_8_undistorted/keyframe_3_frame_000319.png dataset_8_undistorted/keyframe_3_frame_000757.png 0.9064
dataset_8_undistorted/keyframe_3_frame_000106.png dataset_8_undistorted/keyframe_3_frame_000160.png 0.9151
dataset_8_undistorted/keyframe_0_frame_000178.png dataset_8_undistorted/keyframe_0_frame_000552.png 0.6041
dataset_8_undistorted/keyframe_1_frame_000107.png dataset_8_undistorted/keyframe_1_frame_000180.png 0.7465
dataset_8_undistorted/keyframe_0_frame_000708.png dataset_8_undistorted/keyframe_0_frame_000910.png 0.7286
dataset_9_undistorted/keyframe_2_frame_000215.png dataset_9_undistorted/keyframe_2_frame_000237.png 0.9366
dataset_8_undistorted/keyframe_0_frame_000227.png dataset_8_undistorted/keyframe_0_frame_000243.png 0.9936
dataset_9_undistorted/keyframe_0_frame_000424.png dataset_9_undistorted/keyframe_0_frame_000726.png 0.5123
dataset_9_undistorted/keyframe_0_frame_000489.png dataset_9_undistorted/keyframe_0_frame_000683.png 0.6840
dataset_8_undistorted/keyframe_0_frame_000136.png dataset_8_undistorted/keyframe_0_frame_000442.png 0.4993
dataset_8_undistorted/keyframe_2_frame_000181.png dataset_8_undistorted/keyframe_2_frame_000480.png 0.9974
dataset_8_undistorted/keyframe_3_frame_000049.png dataset_8_undistorted/keyframe_3_frame_000308.png 0.7780
dataset_8_undistorted/keyframe_2_frame_000045.png dataset_8_undistorted/keyframe_2_frame_000293.png 0.7574
dataset_8_undistorted/keyframe_0_frame_000379.png dataset_8_undistorted/keyframe_0_frame_000398.png 0.8856
dataset_8_undistorted/keyframe_2_frame_000087.png dataset_8_undistorted/keyframe_2_frame_000177.png 0.8995
dataset_8_undistorted/keyframe_0_frame_000106.png dataset_8_undistorted/keyframe_0_frame_000419.png 0.4746
dataset_8_undistorted/keyframe_1_frame_000119.png dataset_8_undistorted/keyframe_1_frame_000344.png 0.9271
dataset_8_undistorted/keyframe_3_frame_000080.png dataset_8_undistorted/keyframe_3_frame_000272.png 0.7059
dataset_8_undistorted/keyframe_1_frame_000444.png dataset_8_undistorted/keyframe_1_frame_000547.png 0.6716
dataset_8_undistorted/keyframe_0_frame_000101.png dataset_8_undistorted/keyframe_0_frame_000200.png 0.8564
dataset_9_undistorted/keyframe_0_frame_000538.png dataset_9_undistorted/keyframe_0_frame_000889.png 0.9047
dataset_8_undistorted/keyframe_0_frame_000704.png dataset_8_undistorted/keyframe_0_frame_000858.png 0.6417
dataset_8_undistorted/keyframe_3_frame_000495.png dataset_8_undistorted/keyframe_3_frame_000541.png 0.8827
dataset_9_undistorted/keyframe_0_frame_000057.png dataset_9_undistorted/keyframe_0_frame_000181.png 0.6937
dataset_8_undistorted/keyframe_0_frame_000083.png dataset_8_undistorted/keyframe_0_frame_000350.png 0.6916
dataset_8_undistorted/keyframe_0_frame_000109.png dataset_8_undistorted/keyframe_0_frame_000439.png 0.4808
dataset_9_undistorted/keyframe_3_frame_000029.png dataset_9_undistorted/keyframe_3_frame_000066.png 0.5974
dataset_9_undistorted/keyframe_2_frame_000268.png dataset_9_undistorted/keyframe_2_frame_000296.png 1.0000
dataset_8_undistorted/keyframe_0_frame_000021.png dataset_8_undistorted/keyframe_0_frame_000302.png 0.7118
